playerID,year,tmID,G,A,Pts,PIM,firstName,lastName,fullName
brenntj01,2011,BUF,1,0,1,6,T.J.,Brennan,T.J. Brennan
brentti01,2006,AND,1,0,1,6,Tim,Brent,Tim Brent
brierda01,1997,PHO,1,0,1,2,Danny,Briere,Danny Briere
brodzky01,2006,EDM,1,0,1,2,Kyle,Brodziak,Kyle Brodziak
brookwa01,2006,BOS,1,0,1,15,Wade,Brookbank,Wade Brookbank
brookwa01,2008,CAR,1,0,1,40,Wade,Brookbank,Wade Brookbank
brosswi01,1974,WAS,1,0,1,14,Willie,Brossart,Willie Brossart
brownar01,1972,ATF,1,0,1,17,Arnie,Brown,Arnie Brown
brownco01,1938,DET,1,0,1,0,Connie,Brown,Connie Brown
brownfr01,1927,MTM,1,0,1,0,Fred,Brown,Fred Brown
brownja02,1914,TOO,1,0,1,0,Jack,Brown,Jack Brown
brownke03,1995,LAK,1,0,1,4,Kevin,Brown,Kevin Brown
brownmi02,2007,VAN,1,0,1,55,Mike,Brown,Mike Brown
brubaje01,1985,EDM,1,0,1,12,Jeff,Brubaker,Jeff Brubaker
buchbke01,1987,EDM,1,0,1,81,Kelly,Buchberger,Kelly Buchberger
burkema01,1927,MTL,1,0,1,10,Marty,Burke,Marty Burke
burneke01,1952,NYR,1,0,1,0,Kelly,Burnett,Kelly Burnett
burnsbo01,1929,CHI,1,0,1,2,Bobby,Burns,Bobby Burns
burrsh01,1985,DET,1,0,1,4,Shawn,Burr,Shawn Burr
burtone01,1977,WAS,1,0,1,8,Nelson,Burton,Nelson Burton
butleje01,1972,NYR,1,0,1,4,Jerry,Butler,Jerry Butler
butsavi01,1995,ANA,1,0,1,0,Viacheslav,Butsayev,Viacheslav Butsayev
buttebi01,1977,MNS,1,0,1,30,Bill,Butters,Bill Butters
bycejo01,1991,BOS,1,0,1,0,John,Byce,John Byce
byersda01,2009,NYR,1,0,1,31,Dane,Byers,Dane Byers
caffeja01,1957,BOS,1,0,1,2,Jack,Caffery,Jack Caffery
cahanla01,1958,NYR,1,0,1,8,Larry,Cahan,Larry Cahan
cairner01,2005,PIT,1,0,1,87,Eric,Cairns,Eric Cairns
calladr01,1976,PHI,1,0,1,0,Drew,Callander,Drew Callander
campbea01,1925,NYA,1,0,1,6,Earl,Campbell,Earl Campbell
campeca01,2011,BOS,1,0,1,0,Carter,Camper,Carter Camper
caputlu01,2008,PIT,1,0,1,4,Luca,Caputi,Luca Caputi
careyge01,1922,HAM,1,0,1,0,George,Carey,George Carey
carlewa01,1966,TOR,1,0,1,14,Wayne,Carleton,Wayne Carleton
carlewa01,1976,BIR,1,0,1,0,Wayne,Carleton,Wayne Carleton
carlibr01,1971,LAK,1,0,1,0,Brian,Carlin,Brian Carlin
carlibr01,1973,EDO,1,0,1,0,Brian,Carlin,Brian Carlin
carlsan01,1987,NJD,1,0,1,0,Anders,Carlsson,Anders Carlsson
carlske01,1988,WAS,1,0,1,0,Kent,Carlson,Kent Carlson
carneke01,1994,CHI,1,0,1,11,Keith,Carney,Keith Carney
carpeed01,1914,TBS,1,0,1,63,Ed,Carpenter,Ed Carpenter
carsoge01,1929,MTL,1,0,1,8,Gerry,Carson,Gerry Carson
carsoji01,1995,HAR,1,0,1,0,Jimmy,Carson,Jimmy Carson
cartean01,2006,CAR,1,0,1,2,Anson,Carter,Anson Carter
charbjo01,1994,VAN,1,0,1,0,Jose,Charbonneau,Jose Charbonneau
charlbo01,1967,MNS,1,0,1,0,Bob,Charlebois,Bob Charlebois
charlbo01,1974,NEW,1,0,1,0,Bob,Charlebois,Bob Charlebois
chartbr01,2000,LAK,1,0,1,2,Brad,Chartrand,Brad Chartrand
chaseke01,1990,STL,1,0,1,15,Kelly,Chase,Kelly Chase
chernri01,1987,CAL,1,0,1,0,Rich,Chernomaz,Rich Chernomaz
chimeja01,2001,EDM,1,0,1,0,Jason,Chimera,Jason Chimera
chipcbi01,1909,MOW,1,0,1,2,Bill,Chipchase,Bill Chipchase
churlsh01,1988,MNS,1,0,1,54,Shane,Churla,Shane Churla
chynode01,1991,NYI,1,0,1,23,Dean,Chynoweth,Dean Chynoweth
chyzoda01,1993,NYI,1,0,1,4,Dave,Chyzowski,Dave Chyzowski
cichoch01,1987,NJD,1,0,1,2,Chris,Cichocki,Chris Cichocki
cireljo01,1990,NYR,1,0,1,52,Joe,Cirella,Joe Cirella
clancki01,1936,TOR,1,0,1,4,King,Clancy,King Clancy
clarkbr01,1997,MTL,1,0,1,20,Brett,Clark,Brett Clark
clarkno02,2007,NJD,1,0,1,0,Noah,Clarke,Noah Clarke
coatest01,1976,DET,1,0,1,24,Steve,Coates,Steve Coates
coleda01,1995,NYI,1,0,1,0,Danton,Cole,Danton Cole
collise01,2010,WAS,1,0,1,0,Sean,Collins,Sean Collins
conacji01,1948,DET,1,0,1,2,Jim,Conacher,Jim Conacher
connobo01,1926,NYA,1,0,1,0,Bob,Connors,Bob Connors
connoti01,2006,BUF,1,0,1,2,Tim,Connolly,Tim Connolly
conrocr01,1994,MTL,1,0,1,0,Craig,Conroy,Craig Conroy
conveed01,1931,NYA,1,0,1,21,Eddie,Convey,Eddie Convey
cookbu02,1933,OTS,1,0,1,8,Bud,Cook,Bud Cook
cookll01,1924,BOS,1,0,1,0,Lloyd,Cook,Lloyd Cook
coopeed01,1981,COR,1,0,1,0,Ed,Cooper,Ed Cooper
coopejo01,1943,CHI,1,0,1,17,Joe,Cooper,Joe Cooper
corbere01,1999,PIT,1,0,1,0,Rene,Corbet,Rene Corbet
cotchch01,1924,HAM,1,0,1,0,Charlie,Cotch,Charlie Cotch
courvla01,1995,VAN,1,0,1,0,Larry,Courville,Larry Courville
coutubi01,1916,MOC,1,0,1,19,Billy,Coutu,Billy Coutu
cowanje01,2001,CAL,1,0,1,40,Jeff,Cowan,Jeff Cowan
coxecr01,1986,VAN,1,0,1,31,Craig,Coxe,Craig Coxe
crackad01,2011,STL,1,0,1,0,Adam,Cracknell,Adam Cracknell
crawfbo01,1979,STL,1,0,1,2,Bob,Crawford,Bob Crawford
creigbi01,1913,TOO,1,0,1,0,Bill,Creighton,Bill Creighton
creigji01,1930,DTF,1,0,1,2,Jimmy,Creighton,Jimmy Creighton
crowdke01,1978,BIR,1,0,1,17,Keith,Crowder,Keith Crowder
crowdtr01,1995,LAK,1,0,1,42,Troy,Crowder,Troy Crowder
cummiji01,1994,TBL,1,0,1,41,Jim,Cummins,Jim Cummins
currabr01,1993,WAS,1,0,1,61,Brian,Curran,Brian Curran
currial01,1910,OT1,1,0,1,10,Alex,Currie,Alex Currie
currida01,1991,EDM,1,0,1,0,Dan,Currie,Dan Currie
dahlmto01,2002,OTT,1,0,1,0,Toni,Dahlman,Toni Dahlman
daleypa01,1979,WIN,1,0,1,4,Pat,Daley,Pat Daley
dalgabr01,1985,NYI,1,0,1,0,Brad,Dalgarno,Brad Dalgarno
dallmro01,1987,NYI,1,0,1,6,Rod,Dallman,Rod Dallman
damorha01,1943,NYR,1,0,1,2,Hank,Damore,Hank Damore
darbycr01,1997,PHI,1,0,1,0,Craig,Darby,Craig Darby
davidhu01,1924,REG,1,0,1,6,Hubert,Davidson,Hubert Davidson
davidjo02,1999,ANA,1,0,1,2,Johan,Davidsson,Johan Davidsson
daviski01,1978,PIT,1,0,1,0,Kim,Davis,Kim Davis
daviski01,1980,PIT,1,0,1,4,Kim,Davis,Kim Davis
davispa01,2009,NJD,1,0,1,0,Patrick,Davis,Patrick Davis
dawesbo01,1948,TOR,1,0,1,0,Bob,Dawes,Bob Dawes
dawesni01,2006,NYR,1,0,1,0,Nigel,Dawes,Nigel Dawes
deadmbu01,1972,ATF,1,0,1,8,Butch,Deadmarsh,Butch Deadmarsh
deanke01,1999,ATL,1,0,1,14,Kevin,Dean,Kevin Dean
demarab01,1938,CHI,1,0,1,0,Ab,DeMarco,Ab DeMarco
denneco01,1922,TRS,1,0,1,0,Corb,Denneny,Corb Denneny
dennijo01,1911,OT1,1,0,1,0,Joe,Dennison,Joe Dennison
depalla01,1993,PIT,1,0,1,5,Larry,DePalma,Larry DePalma
diducge01,1994,CHI,1,0,1,48,Gerald,Diduck,Gerald Diduck
dieldch01,1922,VC1,1,0,1,0,Charles,Dieldahl,Charles Dieldahl
dimairo01,1988,NYI,1,0,1,30,Rob,DiMaio,Rob DiMaio
dinsmch01,1926,MTM,1,0,1,6,Chuck,Dinsmore,Chuck Dinsmore
dipiepa01,1996,LAK,1,0,1,6,Paul,DiPietro,Paul DiPietro
dirkro01,1990,VAN,1,0,1,20,Robert,Dirk,Robert Dirk
divisto01,2001,PHI,1,0,1,0,Tomas,Divisek,Tomas Divisek
dobbibr01,1991,BOS,1,0,1,22,Brian,Dobbin,Brian Dobbin
domiti01,1990,NYR,1,0,1,185,Tie,Domi,Tie Domi
donnego01,1994,DAL,1,0,1,52,Gord,Donnelly,Gord Donnelly
donovsh01,1999,COL,1,0,1,8,Shean,Donovan,Shean Donovan
doranst01,1909,COB,1,0,1,3,Stoke,Doran,Stoke Doran
downeaa01,2001,CHI,1,0,1,76,Aaron,Downey,Aaron Downey
downeaa01,2006,MTL,1,0,1,48,Aaron,Downey,Aaron Downey
drapekr01,1990,WIN,1,0,1,5,Kris,Draper,Kris Draper
dubinst01,2001,CHI,1,0,1,4,Steve,Dubinsky,Steve Dubinsky
duffdi01,1970,LAK,1,0,1,0,Dick,Duff,Dick Duff
dufouma01,1963,NYR,1,0,1,2,Marc,Dufour,Marc Dufour
duguilo01,1936,BOS,1,0,1,2,Lorne,Duguid,Lorne Duguid
dundeto01,1923,SAC,1,0,1,4,Tommy,Dunderdale,Tommy Dunderdale
dupuipa01,2000,MIN,1,0,1,4,Pascal,Dupuis,Pascal Dupuis
dupuipa01,2006,NYR,1,0,1,0,Pascal,Dupuis,Pascal Dupuis
dwyerpa01,2008,CAR,1,0,1,0,Patrick,Dwyer,Patrick Dwyer
dyeba01,1928,NYA,1,0,1,17,Babe,Dye,Babe Dye
dyteja01,1943,CHI,1,0,1,31,Jack,Dyte,Jack Dyte
eastwmi01,1997,STL,1,0,1,6,Mike,Eastwood,Mike Eastwood
eavesmu01,1985,WIN,1,0,1,0,Murray,Eaves,Murray Eaves
ebbetan01,2009,CHI,1,0,1,2,Andrew,Ebbett,Andrew Ebbett
ehmange01,1957,BOS,1,0,1,0,Gerry,Ehman,Gerry Ehman
elkinco01,2009,LAK,1,0,1,0,Corey,Elkins,Corey Elkins
emingst01,2008,FLO,1,0,1,6,Steve,Eminger,Steve Eminger
emmerco01,2010,DET,1,0,1,0,Cory,Emmerton,Cory Emmerton
emmonga01,1993,SJS,1,0,1,0,Gary,Emmons,Gary Emmons
ennisji01,1987,EDM,1,0,1,10,Jim,Ennis,Jim Ennis
erickgr01,1968,BOS,1,0,1,0,Grant,Erickson,Grant Erickson
ericsjo01,2007,DET,1,0,1,4,Jonathan,Ericsson,Jonathan Ericsson
erskijo01,2005,NYI,1,0,1,99,John,Erskine,John Erskine
evansda01,1984,LAK,1,0,1,2,Daryl,Evans,Daryl Evans
evansda01,1986,TOR,1,0,1,0,Daryl,Evans,Daryl Evans
evansdo01,1985,STL,1,0,1,2,Doug,Evans,Doug Evans
evansja01,1950,NYR,1,0,1,95,Jack,Evans,Jack Evans
evanssh01,1989,NYI,1,0,1,0,Shawn,Evans,Shawn Evans
fairbbi01,1978,STL,1,0,1,0,Bill,Fairbairn,Bill Fairbairn
fastbr01,2003,CAR,1,0,1,0,Brad,Fast,Brad Fast
fatadr01,2006,NYI,1,0,1,5,Drew,Fata,Drew Fata
faubema01,1974,PIT,1,0,1,6,Mario,Faubert,Mario Faubert
feathgl01,1991,BOS,1,0,1,20,Glen,Featherstone,Glen Featherstone
feathgl01,1994,NYR,1,0,1,18,Glen,Featherstone,Glen Featherstone
felixch01,1989,WAS,1,0,1,2,Chris,Felix,Chris Felix
felsnde01,1993,STL,1,0,1,2,Denny,Felsner,Denny Felsner
fenyvda01,1986,BUF,1,0,1,0,David,Fenyves,David Fenyves
fergucr01,1995,MTL,1,0,1,2,Craig,Ferguson,Craig Ferguson
ferlajo01,2005,MTL,1,0,1,2,Jonathan,Ferland,Jonathan Ferland
ferrach01,1995,NYR,1,0,1,0,Chris,Ferraro,Chris Ferraro
ferrach01,1998,EDM,1,0,1,0,Chris,Ferraro,Chris Ferraro
fieldwi01,1944,MTL,1,0,1,10,Wilf,Field,Wilf Field
fisheal01,1924,TRS,1,0,1,4,Alvin,Fisher,Alvin Fisher
fishejo01,1942,DET,1,0,1,0,Joe,Fisher,Joe Fisher
fitchbo01,1980,QUE,1,0,1,0,Bob,Fitchner,Bob Fitchner
fitzgru01,1994,PIT,1,0,1,0,Rusty,Fitzgerald,Rusty Fitzgerald
fitzpro01,1984,PHI,1,0,1,0,Ross,Fitzpatrick,Ross Fitzpatrick
flinnry01,2002,LAK,1,0,1,28,Ryan,Flinn,Ryan Flinn
floydla01,1982,NJD,1,0,1,2,Larry,Floyd,Larry Floyd
forbeco01,1996,PHI,1,0,1,0,Colin,Forbes,Colin Forbes
fortira01,1968,STL,1,0,1,6,Ray,Fortin,Ray Fortin
fostehe01,1940,NYR,1,0,1,5,Herb,Foster,Herb Foster
fournja01,1915,MOC,1,0,1,4,Jack,Fournier,Jack Fournier
frasecu01,1989,MNS,1,0,1,22,Curt,Fraser,Curt Fraser
frasego01,1925,VIC,1,0,1,12,Gord,Fraser,Gord Fraser
fraseja01,1909,REN,1,0,1,12,Jack,Fraser,Jack Fraser
friesro01,1980,MNS,1,0,1,10,Ron,Friest,Ron Friest
fritsda01,2003,CBS,1,0,1,12,Dan,Fritsche,Dan Fritsche
frydabo01,1949,MTL,1,0,1,0,Bob,Fryday,Bob Fryday
fullala01,1974,WAS,1,0,1,0,Larry,Fullan,Larry Fullan
gagnepa01,1989,NYI,1,0,1,4,Paul,Gagne,Paul Gagne
galiatj01,2011,SJS,1,0,1,6,T.J.,Galiardi,T.J. Galiardi
gallajo01,1931,MTM,1,0,1,18,John,Gallagher,John Gallagher
gallajo01,1932,MTM,1,0,1,0,John,Gallagher,John Gallagher
gallajo01,1936,DET,1,0,1,0,John,Gallagher,John Gallagher
gamacsi01,2003,NAS,1,0,1,0,Simon,Gamache,Simon Gamache
gambldi01,1965,TOR,1,0,1,0,Dick,Gamble,Dick Gamble
gambuga01,1971,MNS,1,0,1,0,Gary,Gambucci,Gary Gambucci
ganchpe01,1987,MTL,1,0,1,0,Perry,Ganchar,Perry Ganchar
gardnbi01,1987,CHI,1,0,1,2,Bill,Gardner,Bill Gardner
gaulije01,1985,QUE,1,0,1,0,Jean-Marc,Gaulin,Jean-Marc Gaulin
gauncca01,2010,COL,1,0,1,16,Cameron,Gaunce,Cameron Gaunce
georggr01,1916,MOW,1,0,1,0,Greg,George,Greg George
gibboge01,1975,TOT,1,0,1,7,Gerrard,Gibbons,Gerrard Gibbons
gilbegr01,1981,NYI,1,0,1,0,Greg,Gilbert,Greg Gilbert
gilchbr01,1998,DET,1,0,1,0,Brent,Gilchrist,Brent Gilchrist
gilledo01,1979,PHI,1,0,1,0,Don,Gillen,Don Gillen
gillico01,2010,MIN,1,0,1,2,Colton,Gillies,Colton Gillies
gillto01,1984,TOR,1,0,1,13,Todd,Gill,Todd Gill
gilmobi01,1915,OT1,1,0,1,0,Billy,Gilmour,Billy Gilmour
gimaejr01,1977,SOV,1,0,1,24,Jrek,Gimaev,Jrek Gimaev
giontst01,2011,NJD,1,0,1,0,Stephen,Gionta,Stephen Gionta
giroual01,2011,CBS,1,0,1,8,Alexandre,Giroux,Alexandre Giroux
girouar01,1934,BOS,1,0,1,0,Art,Giroux,Art Giroux
giroupi01,1982,LAK,1,0,1,17,Pierre,Giroux,Pierre Giroux
glenccu01,2006,AND,1,0,1,2,Curtis,Glencross,Curtis Glencross
globkro01,2005,FLO,1,0,1,6,Rob,Globke,Rob Globke
gloveho01,1963,NYR,1,0,1,9,Howie,Glover,Howie Glover
glynnbr01,1996,HAR,1,0,1,2,Brian,Glynn,Brian Glynn
goegape01,1964,DET,1,0,1,2,Pete,Goegan,Pete Goegan
goldsle01,1930,DTF,1,0,1,2,Leroy,Goldsworthy,Leroy Goldsworthy
goldtbi01,1975,SDM,1,0,1,30,Bill,Goldthorpe,Bill Goldthorpe
gormaed01,1926,OTS,1,0,1,17,Ed,Gorman,Ed Gorman
gouldjo01,1971,BUF,1,0,1,0,John,Gould,John Gould
govedch01,1992,HAR,1,0,1,0,Chris,Govedaris,Chris Govedaris
grahale01,1922,HAM,1,0,1,0,Leth,Graham,Leth Graham
grahate01,1927,CHI,1,0,1,8,Ted,Graham,Ted Graham
grahate01,1933,DET,1,0,1,29,Ted,Graham,Ted Graham
grandje01,2002,CBS,1,0,1,64,Jean-Luc,Grand-Pierre,Jean-Luc Grand-Pierre
grandje01,2003,WAS,1,0,1,14,Jean-Luc,Grand-Pierre,Jean-Luc Grand-Pierre
grannt01,1910,QU1,1,0,1,3,T,Grannery,T Grannery
grantbu01,1921,EDE,1,0,1,0,Buck,Grant,Buck Grant
grattbe01,2001,MTL,1,0,1,8,Benoit,Gratton,Benoit Gratton
grattda01,1987,LAK,1,0,1,5,Dan,Gratton,Dan Gratton
grattjo01,2005,PHO,1,0,1,30,Josh,Gratton,Josh Gratton
grenima01,2003,VAN,1,0,1,9,Martin,Grenier,Martin Grenier
grigoge01,1943,CHI,1,0,1,0,George,Grigor,George Grigor
grosemi01,1993,WIN,1,0,1,0,Michal,Grosek,Michal Grosek
grossll01,1933,BOS,1,0,1,6,Lloyd,Gross,Lloyd Gross
grossll01,1934,DET,1,0,1,2,Lloyd,Gross,Lloyd Gross
grudejo01,2003,WAS,1,0,1,6,John,Gruden,John Gruden
gruenda01,1976,CAC,1,0,1,0,Danny,Gruen,Danny Gruen
gruhlsc01,1987,PIT,1,0,1,0,Scott,Gruhl,Scott Gruhl
guidoal01,1955,NYR,1,0,1,8,Aldo,Guidolin,Aldo Guidolin
gulkabu01,1974,VAB,1,0,1,10,Bud,Gulka,Bud Gulka
gunn01,1912,TBS,1,0,1,0,0,Gunn,0 Gunn
gusevse01,2000,TBL,1,0,1,10,Sergey,Gusev,Sergey Gusev
haasda01,1990,EDM,1,0,1,0,David,Haas,David Haas
habscma01,1983,EDM,1,0,1,6,Marc,Habscheid,Marc Habscheid
haleyle01,1960,DET,1,0,1,2,Len,Haley,Len Haley
hallimi01,1926,OTS,1,0,1,2,Milt,Halliday,Milt Halliday
hallta01,1983,VAN,1,0,1,0,Taylor,Hall,Taylor Hall
hamelde01,1999,BUF,1,0,1,0,Denis,Hamel,Denis Hamel
hamelde01,2005,OTT,1,0,1,0,Denis,Hamel,Denis Hamel
hamelde01,2006,ATL,1,0,1,0,Denis,Hamel,Denis Hamel
hammoke01,1984,LAK,1,0,1,0,Ken,Hammond,Ken Hammond
hammoke01,1990,BOS,1,0,1,2,Ken,Hammond,Ken Hammond
hamnecr01,1974,IND,1,0,1,15,Craig,Hamner,Craig Hamner
hankibe01,1993,NJD,1,0,1,23,Ben,Hankinson,Ben Hankinson
hannada01,1995,COL,1,0,1,2,Dave,Hannan,Dave Hannan
hanseri01,1976,NYI,1,0,1,0,Richie,Hansen,Richie Hansen
harkito01,1993,HAR,1,0,1,49,Todd,Harkins,Todd Harkins
harried01,1950,BOS,1,0,1,0,Ed,Harrison,Ed Harrison
harried01,1950,NYR,1,0,1,2,Ed,Harrison,Ed Harrison
harriha01,1927,BOS,1,0,1,7,Hago,Harrington,Hago Harrington
hatchke01,1984,WAS,1,0,1,0,Kevin,Hatcher,Kevin Hatcher
haynepa01,1930,MTM,1,0,1,0,Paul,Haynes,Paul Haynes
haynepa01,1931,MTM,1,0,1,0,Paul,Haynes,Paul Haynes
heaslma01,1976,NYR,1,0,1,31,Mark,Heaslip,Mark Heaslip
hedicbr01,1991,STL,1,0,1,0,Bret,Hedican,Bret Hedican
heindbi01,1972,NYR,1,0,1,0,Bill,Heindl,Bill Heindl
helensa01,1998,TBL,1,0,1,15,Sami,Helenius,Sami Helenius
helmaha01,1923,OTS,1,0,1,2,Harry,Helman,Harry Helman
helmidw01,2009,SJS,1,0,1,0,Dwight,Helminen,Dwight Helminen
hendear01,1980,WAS,1,0,1,28,Archie,Henderson,Archie Henderson
hendrda01,2003,MIN,1,0,1,6,Darby,Hendrickson,Darby Hendrickson
hendrjo02,2010,CHI,1,0,1,4,Jordan,Hendry,Jordan Hendry
hennejo01,2006,OTT,1,0,1,4,Josh,Hennessy,Josh Hennessy
heximob01,1929,NYR,1,0,1,4,Obs,Heximer,Obs Heximer
higgima01,1998,MTL,1,0,1,0,Matt,Higgins,Matt Higgins
hilbean01,2001,BOS,1,0,1,2,Andy,Hilbert,Andy Hilbert
hillal01,1987,PHI,1,0,1,10,Al,Hill,Al Hill
hillge01,1909,MOS,1,0,1,6,George,Hill,George Hill
hindmda01,1980,CAL,1,0,1,0,Dave,Hindmarch,Dave Hindmarch
hitchli01,1928,BOS,1,0,1,64,Lionel,Hitchman,Lionel Hitchman
hitchli01,1933,BOS,1,0,1,4,Lionel,Hitchman,Lionel Hitchman
hlushto01,1993,PHI,1,0,1,0,Todd,Hlushko,Todd Hlushko
hogabbi01,1972,DET,1,0,1,2,Bill,Hogaboam,Bill Hogaboam
holdejo01,2000,VAN,1,0,1,0,Josh,Holden,Josh Holden
holdejo01,2002,TOR,1,0,1,2,Josh,Holden,Josh Holden
